PrescriptionID,ComponentID,LatinName,ChineseName,ComponentQuantity,Barcode
TCMF87,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF88,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF88,TCMH2179,,无花粉,TCMH2179,
TCMFx89,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx89,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx90,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx90,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx91,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx91,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx94,TCMH2578,Lycopi Herba,泽兰,TCMH2578,
TCMFx94,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMFx94,TCMH2016,Retinervus luffae fructus,丝瓜络,TCMH2016,
TCMFx96,TCMH2187,,乌灵菌粉,TCMH2187,
TCMF97,TCMH1289,,灵菌粉,TCMH1289,
TCMFx98,TCMH1350,Monochasma sauatieri,鹿茸草,TCMH1350,KJ563193
TCMFx99,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx99,TCMH2654,Suis fellis pulvis,猪胆粉,TCMH2654,
TCMF100,TCMH2329,Realgar,雄黄,TCMH2329,
TCMF100,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx101,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx102,TCMH897,,猴头菌丝体,TCMH897,
TCMFx103,TCMH1710,,獾油,TCMH1710,
TCMFx105,TCMH2654,Suis fellis pulvis,猪胆粉,TCMH2654,
TCMFx105,TCMH190,,薄荷素油,TCMH190,
TCMFx109,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx109,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx109,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx109,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx109,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx114,TCMH1248,Geraniumwilfordii maxim,老鹤草,TCMH1248,GBVT344-13
TCMF117,TCMH1410,,麻芍,TCMH1410,
TCMF118,TCMH2292,,肖归,TCMH2292,
TCMFx120,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx120,TCMH1149,,精石,TCMH1149,
TCMFx120,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx120,TCMH2304,Niter,硝石,TCMH2304,
TCMFx120,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx123,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMFx123,TCMH1295,,羚羊角粉,TCMH1295,
TCMF127,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF128,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF130,TCMH2720,Fluoritum,紫石英,TCMH2720,
TCMFx135,TCMH1691,Semen abutili,苘麻子,TCMH1691,
TCMFx140,TCMH2654,Suis fellis pulvis,猪胆粉,TCMH2654,
TCMFx142,TCMH1726,,人参茎叶总皂苷,TCMH1726,
TCMFx142,TCMH180,,冰,TCMH180,
TCMFx142,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx143,TCMH876,Semen oryzae cum monasco fermentatum,红曲,TCMH876,
TCMFx145,TCMH2234,Chebulae fructus immaturus,西青果,TCMH2234,
TCMFx146,TCMH2234,Chebulae fructus immaturus,西青果,TCMH2234,
TCMF147,TCMH2305,,小香,TCMH2305,
TCMF147,TCMH2578,Lycopi Herba,泽兰,TCMH2578,
TCMFx148,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMFx149,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMF151,TCMH1847,Lonicerae flos,山银花,TCMH1847,
TCMFx152,TCMH2561,,云母石,TCMH2561,
TCMFx152,TCMH1208,,枯矾,TCMH1208,
TCMFx153,TCMH1843,,山羊角,TCMH1843,
TCMFx153,TCMH293,Manis pentadactyla,穿山甲,TCMH293,GBMA15413-17
TCMFx155,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx155,TCMH1726,,人参茎叶总皂苷,TCMH1726,
TCMF157,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF157,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMFx160,TCMH2394,,盐酸麻黄碱,TCMH2394,
TCMFx160,TCMH1847,Lonicerae flos,山银花,TCMH1847,
TCMFx160,TCMH988,,黄芩苷,TCMH988,
TCMFx160,TCMH2321,,辛夷油,TCMH2321,
TCMFx161,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx161,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx161,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx163,TCMH259,Halloysitum rubrum,赤石脂,TCMH259,
TCMFx163,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx164,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx164,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx164,TCMH2224,Mirabilitum praeparatum,西瓜霜,TCMH2224,
TCMFx164,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx168,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx168,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx168,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx169,TCMH2416,,羊胆干膏,TCMH2416,
TCMFx170,TCMH2329,Realgar,雄黄,TCMH2329,
TCMF171,TCMH1288,Trapa natans,菱角,TCMH1288,ITSAJ1453-14
TCMFx173,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx173,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx173,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx173,TCMH933,Talcum,滑石,TCMH933,
TCMFx173,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx174,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx175,TCMH903,,胡蜂,TCMH903,
TCMFx175,TCMH81,,白酒,TCMH81,
TCMF176,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx182,TCMH2273,,香墨,TCMH2273,
TCMFx182,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx182,TCMH1569,Bos taurus domesticus,牛胆汁,TCMH1569,
TCMFx184,TCMH1847,Lonicerae flos,山银花,TCMH1847,
TCMF186,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF186,TCMH710,Trichosanthes kirilowii maxim,瓜蒌子,TCMH710,ITSAO4359-14
TCMF190,TCMH1608,Gallusgallusdomesticus brisson,醅鸡内金,TCMH1608,
TCMFx192,TCMH1208,,枯矾,TCMH1208,
TCMF193,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx194,TCMH1854,Crataegi folium,山楂叶,TCMH1854,
TCMFx194,TCMH322,Rosa maximowicziana regel,刺玫果,TCMH322,
TCMFx195,TCMH1842,Tur pinia arguta seem,山香圆叶,TCMH1842,
TCMFx199,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx202,TCMH1832,,山绿茶,TCMH1832,
TCMFx205,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMFx209,TCMH1779,,三七叶总皂苷,TCMH1779,
TCMFx214,TCMH851,Veratrum japonicum,黑紫藜芦,TCMH851,ITSAB1102-14
TCMFx215,TCMH1775,,三七三醇皂苷,TCMH1775,
TCMF218,TCMH2433,Akebia puinata,羊开口,TCMH2433,
TCMFx220,TCMH2402,,盐酸小檗碱,TCMH2402,
TCMFx221,TCMH2718,Pyritum,自然铜,TCMH2718,
TCMFx221,TCMH424,,当归尾,TCMH424,
TCMFx221,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx223,TCMH2273,,香墨,TCMH2273,
TCMFx223,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx223,TCMH1569,Bos taurus domesticus,牛胆汁,TCMH1569,
TCMFx224,TCMH259,Halloysitum rubrum,赤石脂,TCMH259,
TCMFx224,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx226,TCMH2632,,植藤子仁,TCMH2632,
TCMFx226,TCMH1464,Croton caudatus var. tomentosus,毛叶巴豆,TCMH1464,
TCMFx226,TCMH1434,,蔓荆子叶,TCMH1434,
TCMFx226,TCMH850,Nigellae semen,黑种草子,TCMH850,
TCMF227,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx228,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF229,TCMH933,Talcum,滑石,TCMH933,
TCMF229,TCMH287,Clematidis armandii caulis,川木通,TCMH287,
TCMF232,TCMH436,Fructus oryzae germinatus,稻芽,TCMH436,
TCMF233,TCMH436,Fructus oryzae germinatus,稻芽,TCMH436,
TCMFx234,TCMH1386,,氯化铵,TCMH1386,
TCMFx234,TCMH254,,橙皮酊,TCMH254,
TCMFx235,TCMH2323,,杏仁水,TCMH2323,
TCMFx235,TCMH2681,Caulis bambusae in taeniam,竹茹,TCMH2681,
TCMFx235,TCMH710,Trichosanthes kirilowii maxim,瓜蒌子,TCMH710,ITSAO4359-14
TCMFx236,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx239,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx239,TCMH933,Talcum,滑石,TCMH933,
TCMFx239,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx239,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMF241,TCMH1179,Citri exocarpium rubrum,橘红,TCMH1179,
TCMF241,TCMH1163,Rhizoma anemones altaicae,九节菖蒲,TCMH1163,
TCMF242,TCMH351,Sojae semen germinatum,大豆黄卷,TCMH351,
TCMF243,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx244,TCMH1567,Bos taurus domesticus,牛胆粉,TCMH1567,
TCMFx244,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF245,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx248,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx248,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx250,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMF254,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMFx255,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMFx256,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx256,TCMH1878,Periostracum serpentis,蛇蜕,TCMH1878,
TCMFx256,TCMH1886,,麝香酮,TCMH1886,
TCMFx256,TCMH1328,Resina draconis,龙血竭,TCMH1328,
TCMFx256,TCMH1745,,肉桂油,TCMH1745,
TCMFx256,TCMH2009,Methyl salicylatum,水杨酸甲酯,TCMH2009,
TCMF263,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF263,TCMH316,Ailanthi cortex,椿皮,TCMH316,
TCMF272,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMFx274,TCMH1617,Eriobotrya japonica thunb,枇杷叶,TCMH1617,ITSAN1970-14
TCMFx275,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx275,TCMH2681,Caulis bambusae in taeniam,竹茹,TCMH2681,
TCMF276,TCMH2329,Realgar,雄黄,TCMH2329,
TCMF276,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF276,TCMH190,,薄荷素油,TCMH190,
TCMF277,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF278,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF279,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF280,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF282,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMFx283,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx283,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx283,TCMH1692,Lapis chloriti,青礞石,TCMH1692,
TCMFx283,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx288,TCMH2273,,香墨,TCMH2273,
TCMFx289,TCMH2273,,香墨,TCMH2273,
TCMFx290,TCMH2273,,香墨,TCMH2273,
TCMFx297,TCMH1337,Calamina,炉甘石,TCMH1337,
TCMFx297,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx297,TCMH1552,Sal ammoniaci,硇砂,TCMH1552,
TCMFx298,TCMH1338,,炉甘石粉,TCMH1338,
TCMFx298,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx304,TCMH65,,白花,TCMH65,
TCMFx312,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx312,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx312,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx314,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF315,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF315,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF316,TCMH1179,Citri exocarpium rubrum,橘红,TCMH1179,
TCMF316,TCMH1386,,氯化铵,TCMH1386,
TCMF316,TCMH190,,薄荷素油,TCMH190,
TCMFx317,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx318,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx320,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx321,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx322,TCMH2718,Pyritum,自然铜,TCMH2718,
TCMF323,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF323,TCMH710,Trichosanthes kirilowii maxim,瓜蒌子,TCMH710,ITSAO4359-14
TCMFx324,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx326,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx326,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx326,TCMH1113,Bungarus parvus,金钱白花蛇,TCMH1113,
TCMFx327,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx327,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx327,TCMH1113,Bungarus parvus,金钱白花蛇,TCMH1113,
TCMFx328,TCMH745,,鬼画符,TCMH745,
TCMFx328,TCMH485,Solanum coagulans forsk,丁茄根,TCMH485,
TCMFx328,TCMH861,Ichnocarpus oliganthus,红杜仲,TCMH861,
TCMFx328,TCMH1826,Fortunella hindsii,山桔叶,TCMH1826,
TCMFx328,TCMH484,Claoxylon indicum,丢了棒,TCMH484,
TCMFx328,TCMH1058,Gardenia jasminoides ellis var.gran-diflora nakai,建栀,TCMH1058,ITSAJ4473-14
TCMFx329,TCMH2680,,猪去氧胆酸,TCMH2680,
TCMFx329,TCMH1692,Lapis chloriti,青礞石,TCMH1692,
TCMFx329,TCMH1719,Bambusa tertilis mcClure,人工天竺黄,TCMH1719,
TCMFx329,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMF332,TCMH854,,红茶,TCMH854,
TCMF333,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF333,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF334,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF334,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMF335,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF335,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx336,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx336,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx336,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx338,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx338,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx339,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx339,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx339,TCMH2655,,猪胆膏,TCMH2655,
TCMFx339,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx339,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx339,TCMH2601,Haematitum,赭石,TCMH2601,
TCMFx343,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx343,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx343,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx345,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx345,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx346,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx346,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx347,TCMH259,Halloysitum rubrum,赤石脂,TCMH259,
TCMFx347,TCMH2683,Cinnabaris,朱砂粉,TCMH2683,
TCMFx359,TCMH2402,,盐酸小檗碱,TCMH2402,
TCMFx362,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx363,TCMH323,,次没食子酸铋,TCMH323,
TCMFx365,TCMH179,Trionyx sinensis,鳖甲胶,TCMH179,
TCMFx365,TCMH655,Resina toxicodendri,干漆,TCMH655,
TCMFx365,TCMH1471,Tabanus,虻虫,TCMH1471,
TCMF369,TCMH1847,Lonicerae flos,山银花,TCMH1847,
TCMFx370,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx370,TCMH934,Pulvis talci,滑石粉,TCMH934,
TCMFx371,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx375,TCMH2242,,西洋参茎叶总皂苷,TCMH2242,
TCMF376,TCMH359,Litsea lancilimba merr.,大果木姜子,TCMH359,
TCMF381,TCMH1163,Rhizoma anemones altaicae,九节菖蒲,TCMH1163,
TCMF381,TCMH1360,,鹿心粉,TCMH1360,
TCMFx382,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx382,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx384,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMFx397,TCMH1166,,九龙川,TCMH1166,
TCMFx397,TCMH1427,,买麻藤,TCMH1427,
TCMFx397,TCMH2054,Schoepfia chinensis gardn,碎骨木,TCMH2054,
TCMFx397,TCMH852,Calophyllum membranaceum gardn. et champ,横经席,TCMH852,
TCMFx397,TCMH389,Gleditsiae sinensis fructus,大皂角,TCMH389,
TCMFx399,TCMH2398,,盐酸青藤碱,TCMH2398,
TCMF402,TCMH933,Talcum,滑石,TCMH933,
TCMFx403,TCMH1320,,龙胆总苷,TCMH1320,
TCMFx408,TCMH1752,,乳酸钙,TCMH1752,
TCMFx408,TCMH1026,Gallus gallus domesticus,鸡内金,TCMH1026,ACLB009-06
TCMFx408,TCMH1641,,葡萄糖酸钙,TCMH1641,
TCMFx418,TCMH2187,,乌灵菌粉,TCMH2187,
TCMFx422,TCMH878,‎Panax ginseng,红参须,TCMH878,GBVE1679-11
TCMFx431,TCMH2304,Niter,硝石,TCMH2304,
TCMFx431,TCMH59,,白巩,TCMH59,
TCMFx431,TCMH655,Resina toxicodendri,干漆,TCMH655,
TCMFx432,TCMH54,Alumen,白矾,TCMH54,
TCMFx432,TCMH2304,Niter,硝石,TCMH2304,
TCMFx432,TCMH655,Resina toxicodendri,干漆,TCMH655,
TCMFx442,TCMH2095,Borneolum,天然冰片,TCMH2095,
TCMFx442,TCMH1613,Sal sedatirum,硼砂,TCMH1613,
TCMFx442,TCMH1614,,硼酸,TCMH1614,
TCMF443,TCMH2578,Lycopi Herba,泽兰,TCMH2578,
TCMFx449,TCMH1952,,柿霜,TCMH1952,
TCMF451,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF451,TCMH2674,Radix boehmeriae,苎麻根,TCMH2674,
TCMF452,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF452,TCMH2674,Radix boehmeriae,苎麻根,TCMH2674,
TCMFx455,TCMH2689,,猪蹄甲,TCMH2689,
TCMFx458,TCMH1726,,人参茎叶总皂苷,TCMH1726,
TCMFx458,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx461,TCMH876,Semen oryzae cum monasco fermentatum,红曲,TCMH876,
TCMF464,TCMH1707,,全鹿干,TCMH1707,
TCMF466,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF467,TCMH1163,Rhizoma anemones altaicae,九节菖蒲,TCMH1163,
TCMFx468,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx470,TCMH1676,Agkistrodon acutus,蕲蛇肉,TCMH1676,
TCMFx470,TCMH1821,,山甲,TCMH1821,
TCMFx470,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx470,TCMH136,Os pardi,豹骨,TCMH136,
TCMFx470,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx470,TCMH1055,,建曲,TCMH1055,
TCMFx470,TCMH2522,,油松节,TCMH2522,
TCMFx470,TCMH876,Semen oryzae cum monasco fermentatum,红曲,TCMH876,
TCMF471,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx478,TCMH2224,Mirabilitum praeparatum,西瓜霜,TCMH2224,
TCMFx478,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx478,TCMH933,Talcum,滑石,TCMH933,
TCMFx478,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx478,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMF485,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF487,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMF488,TCMH691,,狗骨,TCMH691,
TCMF488,TCMH2238,Siegesbeckiae herba,豨莶草,TCMH2238,GQ434487
TCMFx489,TCMH1301,Sulfur,硫磺,TCMH1301,
TCMFx490,TCMH2340,,玄精石,TCMH2340,
TCMFx490,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx490,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx490,TCMH933,Talcum,滑石,TCMH933,
TCMFx490,TCMH2217,,茜草,TCMH2217,
TCMFx490,TCMH392,Carapax eretmochelydis,玳瑁,TCMH392,
TCMFx490,TCMH2549,Limonitum,禹余粮,TCMH2549,
TCMFx490,TCMH2123,Sphenomorphus indicus,铜石龙子,TCMH2123,
TCMFx490,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx490,TCMH318,,雌黄,TCMH318,
TCMFx491,TCMH190,,薄荷素油,TCMH190,
TCMFx491,TCMH2009,Methyl salicylatum,水杨酸甲酯,TCMH2009,
TCMFx491,TCMH2385,,盐酸苯海拉明,TCMH2385,
TCMFx492,TCMH437,,灯台叶,TCMH437,
TCMFx494,TCMH439,,灯盏花素,TCMH439,
TCMFx495,TCMH2224,Mirabilitum praeparatum,西瓜霜,TCMH2224,
TCMFx495,TCMH190,,薄荷素油,TCMH190,
TCMFx496,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx499,TCMH710,Trichosanthes kirilowii maxim,瓜蒌子,TCMH710,ITSAO4359-14
TCMF504,TCMH1179,Citri exocarpium rubrum,橘红,TCMH1179,
TCMFx506,TCMH2009,Methyl salicylatum,水杨酸甲酯,TCMH2009,
TCMFx507,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx507,TCMH795,Asteroidea,海星,TCMH795,
TCMFx507,TCMH2615,,鸡骨,TCMH2615,
TCMFx507,TCMH2718,Pyritum,自然铜,TCMH2718,
TCMFx515,TCMH806,Amygdalus persica,汉桃叶,TCMH806,
TCMF517,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMFx521,TCMH674,Herba pegaeophyti scapiflorae,高山辣根菜,TCMH674,
TCMFx524,TCMH1573,Bovis calculus,牛黄,TCMH1573,
TCMFx524,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx524,TCMH2329,Realgar,雄黄,TCMH2329,
TCMF525,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMF526,TCMH22,,安神膏,TCMH22,
TCMF527,TCMH2168,,维生素B,TCMH2168,
TCMFx530,TCMH2654,Suis fellis pulvis,猪胆粉,TCMH2654,
TCMFx530,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx530,TCMH2329,Realgar,雄黄,TCMH2329,
TCMFx530,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx530,TCMH2601,Haematitum,赭石,TCMH2601,
TCMFx530,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx531,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMF533,TCMH1142,Schizonepetae spica,荆芥穗,TCMH1142,
TCMF533,TCMH933,Talcum,滑石,TCMH933,
TCMF533,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx535,TCMH233,Bufonis venenum,蟾酥,TCMH233,
TCMFx535,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx538,TCMH542,,阿胶珠,TCMH542,
TCMFx538,TCMH2357,Crinis carbonisatus,血余炭,TCMH2357,
TCMF540,TCMH1268,Nelumbo nucifera gaertn,莲房炭,TCMH1268,ITSAI3109-14
TCMFx543,TCMH316,Ailanthi cortex,椿皮,TCMH316,
TCMFx543,TCMH541,Colla corii asini,阿胶,TCMH541,
TCMF546,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx551,TCMH324,Magnetitum,磁石,TCMH324,
TCMFx551,TCMH2610,Concha margaritifera usta;Margarita,珍珠母,TCMH2610,
TCMFx551,TCMH621,Fructus tritici levis,浮小麦,TCMH621,
TCMFx552,TCMH1060,Bombyx batryticatus,僵蚕,TCMH1060,
TCMFx552,TCMH2176,Scolopendra subspinipes mutilans,蜈蚣,TCMH2176,
TCMFx552,TCMH54,Alumen,白矾,TCMH54,
TCMFx552,TCMH2682,Cinnabaris,朱砂,TCMH2682,
TCMFx552,TCMH2329,Realgar,雄黄,TCMH2329,
TCMF553,TCMH2421,,羊骨,TCMH2421,
TCMF554,TCMH2421,,羊骨,TCMH2421,
TCMFx555,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx556,TCMH2611,Herba speranskiae tuberculatae,珍珠透骨草,TCMH2611,
TCMFx557,TCMH1208,,枯矾,TCMH1208,
TCMF558,TCMH933,Talcum,滑石,TCMH933,
TCMFx559,TCMH2402,,盐酸小檗碱,TCMH2402,
TCMFx559,TCMH2405,,盐酸罂粟碱,TCMH2405,
TCMF562,TCMH259,Halloysitum rubrum,赤石脂,TCMH259,
TCMFx564,TCMH2402,,盐酸小檗碱,TCMH2402,
TCMF566,TCMH96,Herba inulae cappae,白牛胆,TCMH96,
TCMFx570,TCMH1745,,肉桂油,TCMH1745,
TCMFx570,TCMH2592,,樟油,TCMH2592,
TCMFx570,TCMH190,,薄荷素油,TCMH190,
TCMFx571,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx572,TCMH1931,Gypsum fibrosum,石膏,TCMH1931,
TCMFx573,TCMH2402,,盐酸小檗碱,TCMH2402,
